ad_id,issue_field,issue_class
CR00110378116886560769,aws_ocr_video_text|google_asr_text,"ISSUE62|ISSUE30,ISSUE62,ISSUE55,ISSUE56"
CR00110945464886493185,aws_ocr_video_text|google_asr_text,"ISSUE215|ISSUE215,ISSUE12"
CR00111094723589963777,advertiser_name,ISSUE16
CR00111177736717860865,aws_ocr_video_text|advertiser_name|google_asr_text,ISSUE30|ISSUE16|ISSUE30
CR00111332492979470337,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE215
CR00111388842950393857,google_asr_text,ISSUE30
CR00111489448264335361,advertiser_name,ISSUE16
CR00112594732328157185,aws_ocr_video_text|google_asr_text,ISSUE54|ISSUE54
CR00112725849089769473,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR00113150260578091009,aws_ocr_video_text|google_asr_text,"ISSUE40|ISSUE40,ISSUE45,ISSUE32"
CR00113403972886200321,aws_ocr_video_text|google_asr_text,"ISSUE215|ISSUE215,ISSUE65"
CR00113783579275689985,ad_text,"ISSUE10,ISSUE212"
CR00114198644915175425,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE16,ISSUE54|ISSUE54|ISSUE22"
CR00114349552886087681,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE40,ISSUE212,ISSUE16|ISSUE215,ISSUE10,ISSUE40,ISSUE212"
CR00114422120653520897,ad_title,ISSUE215
CR00114630203229077505,aws_ocr_img_text,ISSUE90
CR00114757746577899521,advertiser_name,ISSUE83
CR00114793755583709185,advertiser_name,ISSUE18
CR00114892986508115969,aws_ocr_video_text|google_asr_text,"ISSUE212|ISSUE40,ISSUE45"
CR00115219541461565441,aws_ocr_video_text|google_asr_text,ISSUE60|ISSUE83
CR00115264621438304257,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE45|ISSUE40,ISSUE212"
CR00115406458438287361,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE58"
CR00116101349787041793,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE12"
CR00116422407182352385,advertiser_name,ISSUE212
CR00116926808141594625,advertiser_name|aws_ocr_img_text,ISSUE62|ISSUE32
CR00117151108513660929,aws_ocr_video_text|google_asr_text,"ISSUE22|ISSUE16,ISSUE32"
CR00117177496792727553,ad_text,ISSUE10
CR00117212681164816385,aws_ocr_video_text|google_asr_text|advertiser_name,ISSUE30|ISSUE200|ISSUE30
CR00118221208205393921,ad_title|ad_text,"ISSUE22|ISSUE18,ISSUE22"
CR00118482342216990721,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE83
CR00118680254309990401,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE10|ISSUE30,ISSUE58|ISSUE30,ISSUE200"
CR00118710490879754241,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212,ISSUE200,ISSUE45|ISSUE40,ISSUE45"
CR00119631606745923585,google_asr_text,"ISSUE209,ISSUE53"
CR00119641777228480513,aws_ocr_img_text,ISSUE83
CR00119873774181941249,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE16|ISSUE40,ISSUE212,ISSUE16,ISSUE22"
CR00120262726420267009,ad_title,"ISSUE215,ISSUE60"
CR00120392743670251521,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE215,ISSUE10,ISSUE12,ISSUE22|ISSUE10,ISSUE12"
CR00120885324879495169,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40,ISSUE200|ISSUE30,ISSUE200,ISSUE45,ISSUE58"
CR00120893021460889601,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE212|ISSUE215,ISSUE10,ISSUE212"
CR00121010669205061633,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR00121163501321322497,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR00121861416327053313,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE32
CR00122058572505808897,ad_title|advertiser_name,ISSUE62|ISSUE90
CR00122183848111898625,advertiser_name|aws_ocr_img_text,ISSUE83|ISSUE215
CR00122472744792096769,ad_title,"ISSUE215,ISSUE60"
CR00123073353018769409,advertiser_name|google_asr_text|aws_ocr_video_text,ISSUE53|ISSUE30|ISSUE30
CR00123565934228013057,ad_text|ad_title,"ISSUE40|ISSUE40,ISSUE212"
CR00123894688204718081,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE58"
CR00123918121546285057,ad_text,ISSUE30
CR00124372700884893697,ad_title,ISSUE22
CR00124904039879016449,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE32|ISSUE10,ISSUE32|ISSUE10"
CR00124939224251105281,aws_ocr_video_text|google_asr_text|advertiser_name,ISSUE30|ISSUE30|ISSUE30
CR00125292167483621377,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE215,ISSUE54,ISSUE65|ISSUE215,ISSUE16|ISSUE60"
CR00125359237692915713,google_asr_text,ISSUE30
CR00125495577134759937,advertiser_name,ISSUE18
CR00126419166902091777,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR00126482938576502785,ad_text|ad_title,"ISSUE32|ISSUE215,ISSUE83,ISSUE62"
CR00126525544652079105,ad_title,"ISSUE215,ISSUE18"
CR00126540937814867969,advertiser_name,"ISSUE215,ISSUE18"
CR00127551663878701057,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR00128342212739072001,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE40,ISSUE200"
CR00128364752727441409,advertiser_name,ISSUE16
CR00128420278064644097,google_asr_text,"ISSUE16,ISSUE83"
CR00129140183302930433,ad_title,ISSUE30
CR00129191035715715073,aws_ocr_img_text,ISSUE215
CR00129942277035393025,advertiser_name,ISSUE16
CR00129956845564461057,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR00130847449982959617,aws_ocr_video_text|google_asr_text,"ISSUE91,ISSUE90|ISSUE40"
CR00130883184110862337,advertiser_name|ad_text,ISSUE32|ISSUE53
CR00131428541878239233,google_asr_text|aws_ocr_video_text,"ISSUE55,ISSUE56|ISSUE55"
CR00131666036389838849,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE12|ISSUE215,ISSUE12,ISSUE18,ISSUE22"
CR00131743002203783169,ad_text,"ISSUE209,ISSUE53"
CR00131917549674692609,advertiser_name,ISSUE16
CR00132363126761848833,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR00132376320901382145,advertiser_name,ISSUE62
CR00132923877692014593,aws_ocr_video_text|google_asr_text,"ISSUE53,ISSUE60|ISSUE16,ISSUE62"
CR00133118216372224001,ad_text,ISSUE16
CR00133438998889627649,aws_ocr_video_text|google_asr_text,ISSUE32|ISSUE32
CR00134068469296529409,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE200|ISSUE200"
CR00135229553575460865,advertiser_name|google_asr_text,ISSUE62|ISSUE62
CR00135692447970754561,aws_ocr_img_text,ISSUE40
CR00136191626249764865,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR00136263094505570305,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE212,ISSUE12,ISSUE83,ISSUE91|ISSUE215,ISSUE212,ISSUE12,ISSUE83"
CR00136470902203219969,ad_text|ad_title,"ISSUE30|ISSUE30,ISSUE200"
CR00137211973040340993,ad_title,ISSUE40
CR00137250181069406209,advertiser_name,ISSUE10
CR00137283441296146433,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR00137312028598468609,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE12,ISSUE18|ISSUE10,ISSUE12,ISSUE18"
CR00137364530278694913,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE212,ISSUE12|ISSUE215,ISSUE212,ISSUE12"
CR00137494547528679425,aws_ocr_video_text|google_asr_text,"ISSUE200|ISSUE40,ISSUE200"
CR00138648759859937281,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE58|ISSUE30,ISSUE58"
CR00140469551115534337,advertiser_name,ISSUE18
CR00140661141016674305,ad_text,ISSUE32
CR00141019306929422337,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR00141778244830494721,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE91|ISSUE10,ISSUE16"
CR00141879399900250113,google_asr_text,"ISSUE212,ISSUE18"
CR00142083634185109505,google_asr_text|advertiser_name,ISSUE60|ISSUE65
CR00142730147022241793,aws_ocr_img_text,ISSUE10
CR00143073194650107905,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR00143622125830275073,advertiser_name|ad_text,"ISSUE16,ISSUE18,ISSUE22|ISSUE83"
CR00144216686742994945,google_asr_text,ISSUE10
CR00145847537364893697,ad_text,ISSUE22
CR00146083932364865537,aws_ocr_video_text|google_asr_text,ISSUE91|ISSUE91
CR00146204603766013953,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212,ISSUE12,ISSUE45|ISSUE40,ISSUE212,ISSUE12,ISSUE45"
CR00146872076043550721,ad_text,ISSUE12
CR00147519619672834049,ad_text,ISSUE32
CR00147958599690223617,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR00147984987969290241,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR00148236501254144001,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE83|ISSUE215,ISSUE83"
CR00148605112527355905,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE83|ISSUE83"
CR00148882189457555457,advertiser_name,ISSUE12
CR00149706823178387457,ad_title|advertiser_name,ISSUE215|ISSUE18
CR00149872849434181633,google_asr_text,ISSUE83
CR00150316777253896193,advertiser_name,ISSUE83
CR00150828325038718977,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE12|ISSUE10,ISSUE12"
CR00151194462410768385,aws_ocr_video_text|google_asr_text,"ISSUE53|ISSUE12,ISSUE83"
CR00152713094127157249,advertiser_name,ISSUE18
CR00153325315945398273,google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE90
CR00153500138294214657,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR00153711244526747649,advertiser_name,ISSUE18
CR00153828617393012737,advertiser_name,ISSUE212
CR00154092019147341825,ad_text,ISSUE90
CR00154596076509200385,ad_text,ISSUE10
CR00155216201067266049,google_asr_text,ISSUE22
CR00155231869107961857,advertiser_name|ad_text,"ISSUE18|ISSUE40,ISSUE95,ISSUE32"
CR00155252759828889601,aws_ocr_img_text,"ISSUE12,ISSUE90"
CR00155482282881187841,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16|ISSUE215,ISSUE16"
CR00155932258014855169,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE12|ISSUE10"
CR00156094985735766017,aws_ocr_video_text|google_asr_text,"ISSUE212|ISSUE40,ISSUE212"
CR00156314888061321217,aws_ocr_video_text,"ISSUE83,ISSUE60"
CR00156359693160153089,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE200|ISSUE45"
CR00156655530507501569,google_asr_text,ISSUE22
CR00156848700956606465,ad_text,ISSUE212
CR00156915221410086913,aws_ocr_img_text|advertiser_name,ISSUE32|ISSUE65
CR00157455081619324929,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE40,ISSUE200"
CR00157870697014624257,aws_ocr_video_text|google_asr_text,"ISSUE16|ISSUE212,ISSUE16"
CR00157881417252995073,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE22|ISSUE30"
CR00158444367206416385,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE18|ISSUE30,ISSUE200|ISSUE18,ISSUE53"
CR00158643653688950785,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE22"
CR00158931725735428097,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200"
CR00159003193991233537,ad_title,ISSUE22
CR00159525462014427137,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE40,ISSUE65|ISSUE65|ISSUE212"
CR00159842945996947457,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE16,ISSUE83,ISSUE90|ISSUE215,ISSUE16,ISSUE83,ISSUE90"
CR00160524643206168577,google_asr_text,"ISSUE16,ISSUE18"
CR00160754716014280705,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR00161285161655205889,ad_text|ad_title,ISSUE91|ISSUE215
CR00161517777083957249,ad_text,"ISSUE209,ISSUE53"
CR00161750873549045761,aws_ocr_video_text,"ISSUE215,ISSUE30,ISSUE83,ISSUE95"
CR00161889961769959425,google_asr_text|advertiser_name,ISSUE90|ISSUE16
CR00162870176386121729,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30,ISSUE16|ISSUE30,ISSUE16|ISSUE16"
CR00163231915711660033,google_asr_text,"ISSUE30,ISSUE58"
CR00163299810554675201,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE53,ISSUE58"
CR00163764079339503617,aws_ocr_video_text,"ISSUE10,ISSUE12,ISSUE62,ISSUE60"
CR00163998275316219905,aws_ocr_video_text|google_asr_text,ISSUE22|ISSUE22
CR00164275352246419457,google_asr_text|advertiser_name,ISSUE53|ISSUE90
CR00165098611577716737,aws_ocr_img_text,"ISSUE209,ISSUE53"
CR00165702243461365761,ad_text|advertiser_name,"ISSUE16,ISSUE95,ISSUE32|ISSUE16"
CR00165800374874144769,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200,ISSUE95"
CR00166346832153149441,google_asr_text|aws_ocr_video_text,"ISSUE16,ISSUE200|ISSUE16"
CR00167246232664670209,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE12,ISSUE16,ISSUE83|ISSUE30,ISSUE18,ISSUE83"
CR00167346013344890881,aws_ocr_video_text,ISSUE10
CR00167775991110828033,advertiser_name|ad_text,ISSUE16|ISSUE18
CR00167786092873908225,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE18|ISSUE30,ISSUE200"
CR00167898792815755265,advertiser_name,ISSUE18
CR00168337497955237889,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE16,ISSUE83|ISSUE22|ISSUE16,ISSUE83,ISSUE90"
CR00169452677623709697,aws_ocr_video_text|google_asr_text,"ISSUE10|ISSUE10,ISSUE18"
CR00169492260042309633,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR00169793251350413313,google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE90
CR00169814485668724737,aws_ocr_img_text,ISSUE90
CR00170376542268948481,google_asr_text,ISSUE91
CR00170850431780519937,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE53,ISSUE58"
CR00171000789995618305,advertiser_name,ISSUE16
CR00172927959001202689,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE215,ISSUE18,ISSUE83|ISSUE83|ISSUE215,ISSUE18,ISSUE83"
CR00173266608582557697,advertiser_name|ad_title|ad_text,"ISSUE16|ISSUE18,ISSUE32|ISSUE32"
CR00173669579594137601,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE40|ISSUE215,ISSUE10,ISSUE40,ISSUE12,ISSUE18,ISSUE22"
CR00173762763204591617,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE18|ISSUE10,ISSUE18"
CR00173919168733642753,advertiser_name|ad_text|aws_ocr_img_text,ISSUE16|ISSUE95|ISSUE95
CR00174466725524275201,aws_ocr_img_text,"ISSUE212,ISSUE62,ISSUE60"
CR00174989818181189633,advertiser_name,ISSUE212
CR00175067608628854785,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE215|ISSUE54,ISSUE65|ISSUE18"
CR00175440892826484737,ad_text,"ISSUE215,ISSUE40,ISSUE22"
CR00175941995250843649,aws_ocr_img_text|advertiser_name,"ISSUE212,ISSUE56|ISSUE10"
CR00176336994803122177,google_asr_text,ISSUE32
CR00176678942919360513,google_asr_text,ISSUE22
CR00177649811686686721,aws_ocr_img_text,ISSUE212
CR00177817762087829505,ad_title,ISSUE215
CR00177830131593641985,aws_ocr_video_text|google_asr_text,ISSUE62|ISSUE62
CR00178592093151690753,advertiser_name|ad_text|aws_ocr_img_text,ISSUE16|ISSUE95|ISSUE95
CR00178748979717079041,advertiser_name,ISSUE18
CR00179163839198134273,ad_text,ISSUE90
CR00179211118198128641,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE32|ISSUE18|ISSUE18
CR00179714694523650049,advertiser_name,ISSUE10
CR00179973629511991297,ad_title|ad_text,"ISSUE16,ISSUE90|ISSUE90"
CR00180207275732893697,advertiser_name,ISSUE18
CR00180478580227047425,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE95|ISSUE212,ISSUE95"
CR00180509366552625153,google_asr_text,"ISSUE16,ISSUE18"
CR00180584408221220865,advertiser_name,ISSUE16
CR00181039606035120129,advertiser_name,ISSUE90
CR00181098979663020033,aws_ocr_video_text|google_asr_text,"ISSUE18|ISSUE65,ISSUE22"
CR00181366160988569601,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE16,ISSUE209,ISSUE53|ISSUE215,ISSUE16,ISSUE209,ISSUE53"
CR00181379355128102913,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR00181720203732713473,aws_ocr_video_text|google_asr_text,ISSUE91|ISSUE91
CR00181797994180378625,ad_title|ad_text,ISSUE16|ISSUE32
CR00182347749994266625,aws_ocr_video_text|google_asr_text,"ISSUE22|ISSUE16,ISSUE32"
CR00183417849685999617,advertiser_name|aws_ocr_img_text,"ISSUE16|ISSUE16,ISSUE22"
CR00185962119592673281,advertiser_name,ISSUE212
CR00187090218522771457,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR00189126514057412609,google_asr_text,"ISSUE16,ISSUE62,ISSUE60,ISSUE32"
CR00191968476737306625,ad_title,"ISSUE18,ISSUE65"
CR00194732923847442433,google_asr_text|aws_ocr_video_text,ISSUE10|ISSUE10
CR00195269485521797121,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE16|ISSUE215,ISSUE18"
CR00195704617248489473,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE40"
CR00195725782847324161,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40,ISSUE58|ISSUE30"
CR00196480047823978497,google_asr_text|aws_ocr_video_text,"ISSUE90|ISSUE16,ISSUE90"
CR00198149931108663297,google_asr_text|aws_ocr_video_text,"ISSUE16,ISSUE83,ISSUE90|ISSUE16,ISSUE83,ISSUE90"
CR00198224697899352065,google_asr_text,"ISSUE30,ISSUE58"
CR00198714255451619329,ad_text|ad_title,"ISSUE18,ISSUE95|ISSUE212"
CR00198866812689973249,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE200|ISSUE18|ISSUE16,ISSUE200"
CR00199034213335302145,aws_ocr_video_text|google_asr_text,"ISSUE54|ISSUE215,ISSUE54"
CR00199279404428296193,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE22|ISSUE10|ISSUE10,ISSUE60"
CR00200141421544472577,advertiser_name|aws_ocr_img_text|ad_text,ISSUE215|ISSUE53|ISSUE215
CR00200361323870027777,aws_ocr_video_text|google_asr_text,ISSUE83|ISSUE83
CR00200970453311815681,ad_text,ISSUE215
CR00201171389061791745,google_asr_text,ISSUE215
CR00201312126550147073,aws_ocr_video_text|google_asr_text,"ISSUE53|ISSUE209,ISSUE53"
CR00201404485526880257,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE32|ISSUE215,ISSUE10,ISSUE54|ISSUE215,ISSUE10,ISSUE54"
CR00201522408148959233,google_asr_text,"ISSUE12,ISSUE16"
CR00201792888009392129,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30,ISSUE16|ISSUE30,ISSUE16|ISSUE16"
CR00202151328800047105,google_asr_text|aws_ocr_video_text,"ISSUE30|ISSUE30,ISSUE58"
CR00202263478986080257,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR00202942977172045825,google_asr_text,"ISSUE65,ISSUE32"
CR00203129550551384065,ad_text|advertiser_name,ISSUE90|ISSUE90
CR00203248641404567553,ad_title|ad_text,ISSUE212|ISSUE32
CR00203408070590595073,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE58"
CR00203497955666165761,advertiser_name|aws_ocr_video_text|google_asr_text,ISSUE18|ISSUE10|ISSUE10
CR00204805549869498369,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE22"
CR00206000444130983937,aws_ocr_video_text,ISSUE30
CR00206218147433283585,ad_text,"ISSUE215,ISSUE40,ISSUE83"
CR00206961692171567105,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE53"
CR00208584571334164481,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE12,ISSUE83|ISSUE215,ISSUE12,ISSUE83"
CR00208832786084134913,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE10|ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE16"
CR00209145047386423297,advertiser_name,ISSUE18
CR00209285784874778625,aws_ocr_video_text|advertiser_name|google_asr_text,ISSUE30|ISSUE18|ISSUE30
CR00209312997787566081,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE30|ISSUE215,ISSUE30,ISSUE22"
CR00209313547543379969,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE22|ISSUE22|ISSUE12,ISSUE22"
CR00210046646921199617,aws_ocr_video_text|google_asr_text,"ISSUE53|ISSUE209,ISSUE53"
CR00210384471868833793,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE10
CR00211270678240821249,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR00211344070641975297,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30,ISSUE200,ISSUE22|ISSUE22|ISSUE212,ISSUE12"
CR00211391624519876609,google_asr_text,ISSUE95
CR00211493604223352833,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR00211812462595407873,advertiser_name,ISSUE18
CR00211942204967485441,google_asr_text|aws_ocr_video_text,ISSUE18|ISSUE18
CR00212990314426662913,advertiser_name,"ISSUE16,ISSUE54"
CR00213543093897527297,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE215,ISSUE10,ISSUE12,ISSUE16|ISSUE215,ISSUE10,ISSUE12,ISSUE18"
CR00213635727752167425,aws_ocr_video_text,ISSUE215
CR00213758598176571393,advertiser_name,ISSUE16
CR00213772067194011649,aws_ocr_img_text,"ISSUE16,ISSUE62,ISSUE32"
CR00213845734473072641,aws_ocr_video_text|google_asr_text,"ISSUE10|ISSUE215,ISSUE10"
CR00214241558659072001,google_asr_text,"ISSUE16,ISSUE95"
CR00214302581554413569,google_asr_text,ISSUE10
CR00215591758937980929,advertiser_name,ISSUE62
CR00216379833897189377,ad_title,ISSUE22
CR00216470268728573953,google_asr_text,ISSUE18
CR00216497756519268353,advertiser_name,ISSUE16
CR00217228656873832449,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE40,ISSUE32|ISSUE200"
CR00217388360937766913,google_asr_text,ISSUE90
CR00217787208780742657,aws_ocr_img_text,ISSUE62
CR00218330642402770945,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE62|ISSUE62"
CR00218380120426020865,aws_ocr_img_text|advertiser_name,"ISSUE209,ISSUE53|ISSUE16"
CR00218472479402754049,aws_ocr_img_text,"ISSUE18,ISSUE83"
CR00218551094484140033,aws_ocr_video_text|google_asr_text,ISSUE90|ISSUE215
CR00218563738867859457,ad_title|ad_text,"ISSUE62,ISSUE60|ISSUE10,ISSUE22"
CR00218611361465237505,ad_text|ad_title,ISSUE16|ISSUE16
CR00218717670495748097,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200"
CR00218814427518992385,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR00219884252332818433,advertiser_name|google_asr_text,"ISSUE212|ISSUE10,ISSUE95,ISSUE91"
CR00220605531960639489,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR00220679748995514369,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE40,ISSUE18,ISSUE83|ISSUE18"
CR00220747094082715649,aws_ocr_video_text|google_asr_text,"ISSUE83|ISSUE215,ISSUE83"
CR00221770464530268161,advertiser_name,ISSUE16
CR00221858975216304129,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE83|ISSUE215"
CR00222285035972067329,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE16|ISSUE10"
CR00222485696844136449,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40,ISSUE200,ISSUE58|ISSUE30"
CR00222893340780134401,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE12|ISSUE215,ISSUE10"
CR00223136607727779841,google_asr_text,ISSUE83
CR00223443096594022401,google_asr_text|aws_ocr_video_text,"ISSUE91,ISSUE90|ISSUE91,ISSUE90"
CR00224397472686931969,google_asr_text|aws_ocr_video_text,ISSUE212|ISSUE18
CR00224529414082265089,advertiser_name|aws_ocr_img_text,"ISSUE16|ISSUE10,ISSUE91"
CR00224762510547353601,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE18,ISSUE62,ISSUE65|ISSUE16,ISSUE18,ISSUE65"
